"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","24/2197","48/18888",0.5,4.29858898497952,8.30163651346855,6.55357570940559e-11,1.53384153347576e-09,1.31616977037854e-09,"64431/468/9031/10498/1663/9188/56919/55127/64768/4141/2475/10514/4691/25926/29997/5441/11137/23451/8467/6598/7343/84135/23160/84128",24
"GO:0001682","GO:0001682","tRNA 5'-leader removal","12/2197","13/18888",0.923076923076923,7.9358565876545,9.07577333018123,6.93496984203675e-11,1.61559112245967e-09,1.3863180454208e-09,"10940/10775/51367/10248/9692/11102/79897/138716/10556/10557/10799/6741",12
"GO:0009301","GO:0009301","snRNA transcription","15/2197","20/18888",0.75,6.44788347746928,8.84372468720017,8.08768180034826e-11,1.87544768752776e-09,1.60929763497592e-09,"1022/8178/22936/23379/56257/55703/79871/6617/6618/6619/6621/10302/10208/84524/7702",15
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","66/2197","250/18888",0.264,2.26965498406919,7.33181355552905,8.225720934234e-11,1.89870769454429e-09,1.62925674902114e-09,"204/205/226/402/498/506/509/513/516/517/9551/10632/267020/515/10476/522/527/523/526/1353/10059/79631/3692/2597/3312/3615/3630/3939/64223/2475/126328/51079/4700/4701/4702/4706/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/4831/4967/8473/29789/4976/5223/441531/5315/5515/5566/5571/5901/23433/57521/6391/6392/7167/790955/7415",66
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","30/2197","72/18888",0.416666666666667,3.58215748748293,7.96417258533282,9.17645002449675e-11,2.10848842571998e-09,1.80926690701686e-09,"60/86/10097/196528/10902/1111/55929/57634/54556/10524/387893/10459/54799/64769/55257/5531/151987/5888/116028/6118/51750/8607/10856/54537/8914/8295/56893/6944/57599/8089",30
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","39/2197","112/18888",0.348214285714286,2.99366018596788,7.67739612294714,1.04382568511134e-10,2.38751402158193e-09,2.04869519632857e-09,"226/498/506/509/513/516/517/9551/10632/267020/515/10476/522/527/523/1353/3615/126328/51079/4700/4701/4702/4706/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/4831/6391/6392/790955/7415",39
"GO:0019646","GO:0019646","aerobic electron transport chain","35/2197","94/18888",0.372340425531915,3.20107690370815,7.76148588970735,1.12126244433047e-10,2.54346121471046e-09,2.18251148496827e-09,"9377/1329/1337/1340/1349/1350/54205/23479/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/54949/6391/6392/790955/10975/7381/7384/7385/7386/27089",35
"GO:0006606","GO:0006606","protein import into nucleus","49/2197","161/18888",0.304347826086957,2.61653242563971,7.47340629086511,1.12211524178403e-10,2.54346121471046e-09,2.18251148496827e-09,"55122/983/1434/55929/1894/8841/51501/3320/51194/9670/10527/55705/3837/4000/5469/57122/55746/9972/9631/8021/129401/10762/53371/9818/23636/79902/4927/9688/4928/10204/11331/23649/9883/100101267/5514/5901/5903/55696/653489/84268/9349/6396/10073/7341/23435/3842/23534/7175/8882",49
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","39/2197","113/18888",0.345132743362832,2.96716761795046,7.60932188421811,1.41665141687954e-10,3.19667709853716e-09,2.74302766676417e-09,"226/498/506/509/513/516/517/9551/10632/267020/515/10476/522/527/523/1353/3615/126328/51079/4700/4701/4702/4706/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/4831/6391/6392/790955/7415",39
"GO:0046034","GO:0046034","ATP metabolic process","60/2197","220/18888",0.272727272727273,2.34468490089792,7.2784401080297,1.44346999022264e-10,3.24265222803585e-09,2.78247833641601e-09,"204/205/226/402/498/506/509/513/516/517/9551/10632/267020/515/10476/522/527/523/526/1353/10059/3692/2597/3312/3630/3939/64223/2475/126328/51079/4700/4701/4702/4706/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/4967/8473/29789/5223/441531/5315/5515/5566/5571/57521/6391/6392/7167/790955/7415",60
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","14/2197","18/18888",0.777777777777778,6.68669397663481,8.75720467640689,1.55066224792819e-10,3.46796996958874e-09,2.97582060397728e-09,"51529/51433/9212/332/8881/991/8697/55143/8452/9700/3619/9587/286053/11065",14
"GO:0022904","GO:0022904","respiratory electron transport chain","41/2197","123/18888",0.333333333333333,2.86572598998635,7.53149986753343,1.65637953213349e-10,3.68800964853793e-09,3.16463383363371e-09,"891/983/51142/9377/1329/1337/1340/1349/1350/54205/23479/10514/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/54949/6391/6392/6648/790955/10975/7381/7384/7385/7386/27089/51542",41
"GO:0045739","GO:0045739","positive regulation of DNA repair","42/2197","129/18888",0.325581395348837,2.79908119952155,7.43868414881544,2.30163694430614e-10,5.10213088270859e-09,4.37807314887262e-09,"84142/60/86/10097/93973/196528/10902/1663/1660/55929/5977/57634/23201/3014/54556/54617/83444/10524/51111/10459/54799/10445/64769/55257/5111/11284/165918/9025/6188/8607/10856/54537/6598/6605/8914/8295/7334/51377/6944/57599/8089/7528",42
"GO:0051383","GO:0051383","kinetochore organization","15/2197","21/18888",0.714285714285714,6.1408414071136,8.55160768630869,2.52454766505175e-10,5.57172098707913e-09,4.78102240168158e-09,"1058/1060/1062/64946/64105/80152/387103/79003/10403/83540/6047/26054/10592/10051/10910",15
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","16/2197","24/18888",0.666666666666667,5.73145197997269,8.41469741551394,3.13576290855335e-10,6.86050389384368e-09,5.88691050383792e-09,"1663/2068/64768/4141/2475/4691/25926/29997/51082/64425/221830/5434/11137/6598/9014/6949",16
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","16/2197","24/18888",0.666666666666667,5.73145197997269,8.41469741551394,3.13576290855335e-10,6.86050389384368e-09,5.88691050383792e-09,"9212/332/55143/81620/1060/1062/3192/3619/10524/79003/10403/83540/81929/220134/348235/221150",16
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","29/2197","71/18888",0.408450704225352,3.51152339618045,7.69212884483068,3.34197893251107e-10,7.28001644519294e-09,6.24688884992499e-09,"86/93973/545/9212/10576/7203/10575/22948/908/10574/10694/170506/1736/26354/3178/54617/83444/10445/11284/5514/51750/8607/10856/6950/7013/26277/51377/7520/7528",29
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","28/2197","67/18888",0.417910447761194,3.59285049490825,7.71345357363528,3.55559892888921e-10,7.7083574158145e-09,6.6144427494919e-09,"498/506/509/513/9551/10632/515/10476/522/126328/51079/4700/4701/4702/4706/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/6391/6392",28
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","25/2197","55/18888",0.454545454545455,3.9078081681632,7.83506644363403,3.56925134714781e-10,7.7083574158145e-09,6.6144427494919e-09,"545/9212/10576/7203/10575/22948/908/10574/10694/1736/5394/54552/3178/3183/3192/55226/11284/23381/23293/6950/100134934/7013/26277/7520/54464",25
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","27/2197","63/18888",0.428571428571429,3.68450484426816,7.74323276132862,3.68334542737165e-10,7.92076674809152e-09,6.79670847641859e-09,"545/9212/10576/7203/10575/22948/908/10574/10694/170506/1736/5394/54552/3178/3183/3192/55226/11284/51750/23381/23293/6950/100134934/7013/26277/7520/54464",27
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","12/2197","14/18888",0.857142857142857,7.36900968853632,8.64886846124655,4.33611615135718e-10,9.28482403133164e-09,7.96718855671542e-09,"10576/7203/10575/22948/908/10574/10694/1736/26354/54552/6950/7013",12
"GO:0010639","GO:0010639","negative regulation of organelle organization","84/2197","365/18888",0.23013698630137,1.9785286287029,6.8488813916582,4.75009384594901e-10,1.01281662003455e-08,8.69084966819039e-09,"25906/54998/9212/578/9031/598/332/664/699/701/9184/832/891/991/55143/338657/1111/10919/9700/5394/26271/2395/54552/3178/3183/3192/10075/3550/3619/2648/10300/57082/4000/4085/9587/10459/4331/27085/2475/8260/55226/10403/4869/4682/83540/4976/55486/55795/5216/5290/5347/27166/56984/7879/5810/5885/10432/51750/23256/292/8467/23293/147841/57405/54908/6710/6904/100134934/7013/7037/26277/7153/7175/22974/51499/4591/7272/9100/23063/10163/7517/54464/7756/11130",84
"GO:0006891","GO:0006891","intra-Golgi vesicle-mediated transport","19/2197","34/18888",0.558823529411765,4.80430533615358,8.05505321023043,5.3795627730879e-10,1.14219239975436e-08,9.80100666009619e-09,"9382/22796/83548/25839/57511/84342/1314/1315/9276/11316/22820/22818/9527/9570/8775/8774/4905/27095/10490",19
"GO:1904816","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","11/2197","12/18888",0.916666666666667,7.88074647246245,8.65020768935825,5.53229188743557e-10,1.16968457048638e-08,1.00369134552237e-08,"10576/7203/10575/22948/908/10574/10694/1736/26354/54552/6950",11
"GO:0070979","GO:0070979","protein K11-linked ubiquitination","18/2197","31/18888",0.580645161290323,4.99190978900847,8.07013137581432,6.55173173497452e-10,1.37942736779882e-08,1.18366895295598e-08,"64682/10393/51529/25847/29882/29945/51433/8881/8697/246184/996/6047/11065/7323/51619/7328/7332/27338",18
"GO:0007020","GO:0007020","microtubule nucleation","22/2197","45/18888",0.488888888888889,4.20306478531331,7.80462958175837,7.14254121200005e-10,1.49755280744934e-08,1.2850308794572e-08,"55125/9793/115106/55142/79441/54930/23354/54801/55559/93323/440145/54820/121441/9659/22974/7283/27175/10844/10426/27229/114791/85378",22
"GO:0034508","GO:0034508","centromere complex assembly","17/2197","28/18888",0.607142857142857,5.21971519604656,8.1067475942781,7.46700681443493e-10,1.5590862361094e-08,1.33783192630758e-08,"1058/1060/1062/64946/2491/64105/55839/80152/387103/55355/79003/54069/4678/11339/6047/26054/10910",17
"GO:0033120","GO:0033120","positive regulation of RNA splicing","23/2197","50/18888",0.46,3.95470186618116,7.58990976018104,1.3498185685623e-09,2.80673018058079e-08,2.40841921193674e-08,"1207/10209/5394/4686/4691/4928/5430/10419/27339/55696/27316/494115/10262/54407/6625/22938/6426/9967/6434/11338/5976/79084/8882",23
"GO:0050685","GO:0050685","positive regulation of mRNA processing","20/2197","39/18888",0.512820512820513,4.40880921536361,7.7311870642133,1.44438896060201e-09,2.99101450606968e-08,2.56655123083797e-08,"79577/1207/170506/10209/5394/4686/22916/4691/4928/10419/27339/27316/494115/10262/6625/22938/9967/6434/5976/79084",20
"GO:0000076","GO:0000076","DNA replication checkpoint signaling","14/2197","20/18888",0.7,6.01802457897132,8.14592089451976,1.56385104261638e-09,3.21195854956964e-08,2.75614048412992e-08,"8318/990/81620/63967/29980/8883/4998/5884/5883/90381/8914/54962/11073/91603",14
"GO:0008334","GO:0008334","histone mRNA metabolic process","14/2197","20/18888",0.7,6.01802457897132,8.14592089451976,1.56385104261638e-09,3.21195854956964e-08,2.75614048412992e-08,"53981/51692/5394/54512/84967/134353/255374/55149/4686/22916/7884/6741/5976/54464",14
"GO:0006999","GO:0006999","nuclear pore organization","12/2197","15/18888",0.8,6.87774237596723,8.26211140164314,1.93670828768128e-09,3.96159191203747e-08,3.39939126917783e-08,"25909/55706/57122/55746/9972/23165/129401/53371/9688/4928/81929/7175",12
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","19/2197","36/18888",0.527777777777778,4.53739948414505,7.70747248557511,1.97758761233796e-09,4.02883435841483e-08,3.45709115099524e-08,"60/86/10097/196528/10902/55929/57634/54556/10524/54799/64769/55257/8607/10856/8914/8295/6944/57599/8089",19
"GO:0050821","GO:0050821","protein stabilization","57/2197","218/18888",0.261467889908257,2.24788598297094,6.72335950970383,2.31771222012574e-09,4.70271285954545e-08,4.03533765999821e-08,"819/902/10576/7203/10575/22948/908/10574/10694/11140/1022/83548/116143/728489/2597/23560/3054/3320/3329/25764/80155/8774/29997/4869/79031/81572/5202/10471/5216/5245/11331/5434/8575/10728/100996939/79657/6135/9349/6125/6201/8607/10856/9919/7341/84447/6872/6950/9894/4591/9675/80185/8725/57602/7874/8409/7428/7756",57
"GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","21/2197","44/18888",0.477272727272727,4.10319857657136,7.47660949418092,3.04424668838767e-09,6.15206800641234e-08,5.27901074435266e-08,"22794/3646/9775/2107/5394/2935/4116/51594/4686/22916/26986/9939/10921/80349/23049/23381/23293/9887/55181/5976/26019",21
"GO:0009304","GO:0009304","tRNA transcription","11/2197","13/18888",0.846153846153846,7.27453520534995,8.21041475646426,3.21456638552111e-09,6.47027922077688e-08,5.55206371090845e-08,"2972/2975/2976/9330/9329/9328/5434/5435/5441/11128/55718",11
"GO:0006359","GO:0006359","regulation of transcription by RNA polymerase III","17/2197","30/18888",0.566666666666667,4.87173418297679,7.69969787699774,3.30848104736585e-09,6.63277953400198e-08,5.69150314795334e-08,"9031/2972/55290/57680/9188/170506/8178/23379/2475/10514/10623/10621/57521/23451/8467/84524/7702",17
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","22/2197","48/18888",0.458333333333333,3.94037323623122,7.40010650986709,3.3528904027292e-09,6.65250147015721e-08,5.70842628871744e-08,"8317/1017/81620/10926/2021/26271/54617/11143/4171/4172/4173/4174/4175/4176/5111/5982/5983/5984/5985/90381/8914/54962",22
"GO:0045945","GO:0045945","positive regulation of transcription by RNA polymerase III","13/2197","18/18888",0.722222222222222,6.20907297830375,8.0216938756991,3.35797967690765e-09,6.65250147015721e-08,5.70842628871744e-08,"9031/2972/57680/9188/8178/23379/2475/10514/57521/23451/8467/84524/7702",13
"GO:1902570","GO:1902570","protein localization to nucleolus","13/2197","18/18888",0.722222222222222,6.20907297830375,8.0216938756991,3.35797967690765e-09,6.65250147015721e-08,5.70842628871744e-08,"705/10445/51068/55035/29997/4869/4931/25885/5901/84154/27341/23212/27042",13
"GO:0090307","GO:0090307","mitotic spindle assembly","28/2197","73/18888",0.383561643835616,3.29754771450484,7.1355786628706,3.68171353975639e-09,7.26524805178595e-08,6.23421628073508e-08,"84142/9212/56647/332/991/55143/55125/27243/51652/128866/79643/91782/3192/3619/3832/9493/24137/3837/26065/440145/5347/9055/29127/8243/9126/7175/22974/7756",28
"GO:0045911","GO:0045911","positive regulation of DNA recombination","27/2197","69/18888",0.391304347826087,3.36411311867962,7.13756156423959,4.17312212668276e-09,8.20279318026081e-08,7.03871174492298e-08,"60/86/10097/196528/79915/10902/55929/57634/2068/51010/118460/54556/10524/51111/10459/54799/64769/55257/8607/10856/54537/7037/8914/8295/6944/57599/8089",27
"GO:0060623","GO:0060623","regulation of chromosome condensation","10/2197","11/18888",0.909090909090909,7.8156163363264,8.20333278444194,4.3815633547528e-09,8.48001030812157e-08,7.27658821101052e-08,"9031/9918/23310/64151/54892/23397/29781/8467/10592/10051",10
"GO:0070203","GO:0070203","regulation of establishment of protein localization to telomere","10/2197","11/18888",0.909090909090909,7.8156163363264,8.20333278444194,4.3815633547528e-09,8.48001030812157e-08,7.27658821101052e-08,"10576/7203/10575/22948/908/10574/10694/1736/6950/7013",10
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","10/2197","11/18888",0.909090909090909,7.8156163363264,8.20333278444194,4.3815633547528e-09,8.48001030812157e-08,7.27658821101052e-08,"10576/7203/10575/22948/908/10574/10694/1736/56257/6950",10
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","10/2197","11/18888",0.909090909090909,7.8156163363264,8.20333278444194,4.3815633547528e-09,8.48001030812157e-08,7.27658821101052e-08,"10576/7203/10575/22948/908/10574/10694/1736/56257/6950",10
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","59/2197","234/18888",0.252136752136752,2.16766453088711,6.52071727917868,5.37620565003976e-09,1.0365159705364e-07,8.89421075880745e-08,"60/86/196528/890/595/902/993/990/8317/79577/983/1017/1019/1022/51692/8454/8452/10926/1654/5977/11319/1977/1981/2935/25988/54617/9928/84967/134353/255374/4193/56257/4331/27085/4609/5356/5426/5515/5932/1104/55159/6118/6154/6198/57521/6240/6241/163786/163859/6502/6598/6605/6491/6881/7027/51499/57695/51322/7465",59
"GO:0000281","GO:0000281","mitotic cytokinesis","31/2197","88/18888",0.352272727272727,3.02855133032648,6.91996269208871,6.11554152299865e-09,1.17009144272735e-07,1.00404047738005e-07,"54443/9212/332/55143/1058/1072/27243/51652/128866/79643/91782/11113/1894/9700/55763/55770/11336/10640/149371/3619/10112/9493/24137/23636/5347/29127/6651/54902/9094/9101/65125",31
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","31/2197","88/18888",0.352272727272727,3.02855133032648,6.91996269208871,6.11554152299865e-09,1.17009144272735e-07,1.00404047738005e-07,"84142/595/990/983/1017/80279/1111/63967/29980/51514/8720/4193/8883/29997/4998/5347/5514/5884/5883/55159/60561/6118/6154/163859/25949/90381/54962/11073/51499/51322/91603",31
"GO:0032886","GO:0032886","regulation of microtubule-based process","63/2197","258/18888",0.244186046511628,2.09931089964116,6.45029087597883,6.35906492289973e-09,1.2120763140921e-07,1.04006715764492e-07,"402/6790/79866/57018/338657/22994/29105/56683/27243/51652/128866/79643/91782/26973/9793/1213/1778/9001/115106/55142/79441/54930/23354/54801/55559/93323/3192/3476/2648/10300/81930/55226/4869/4682/4926/23636/5048/9659/441531/5347/10733/58497/5879/8480/10432/6047/6188/163786/26054/220134/348235/221150/10615/6491/255061/10460/6904/7175/22974/4591/80128/7514/7517",63
"GO:2000779","GO:2000779","regulation of double-strand break repair","40/2197","132/18888",0.303030303030303,2.60520544544213,6.71433209582991,6.44854471125953e-09,1.22449347120973e-07,1.05072216109579e-07,"60/86/10097/196528/545/84126/10902/1111/1663/55929/5977/57634/54556/10524/387893/51111/10459/54799/64769/55257/11284/5531/151987/5888/116028/6118/51750/8607/10856/54537/6598/6605/24144/8914/8295/7334/56893/6944/57599/8089",40
"GO:0006446","GO:0006446","regulation of translational initiation","30/2197","84/18888",0.357142857142857,3.0704207035568,6.89967228785156,7.40191432448208e-09,1.40024183762383e-07,1.20152958286607e-07,"468/9689/1654/10209/8892/8893/1965/8662/3646/8667/1974/1975/1981/1982/7458/1983/9669/2235/56339/4528/2475/4686/22916/4869/5436/5499/23521/6198/10959/7175",30
"GO:0006457","GO:0006457","protein folding","57/2197","225/18888",0.253333333333333,2.17795175238962,6.44886630845412,8.0820833828213e-09,1.52318515289726e-07,1.30702566671922e-07,"81611/402/10576/7203/10575/22948/908/10574/10694/8872/11140/131474/26973/3301/9093/10049/728489/2280/2580/80273/3320/7184/3309/3312/3313/3329/3336/10525/25764/4802/10726/23386/9141/79031/81572/5201/5202/5204/10471/10450/51645/23759/10728/5903/10856/6625/6902/1155/6903/6904/6905/6950/27433/7265/7268/7411/8882",57
"GO:0090224","GO:0090224","regulation of spindle organization","21/2197","46/18888",0.456521739130435,3.92479863845956,7.20554322921583,8.32894508223959e-09,1.56385267365036e-07,1.34192194530035e-07,"79866/27243/51652/128866/79643/91782/1213/1778/3192/4926/23636/5347/8480/6047/163786/26054/10615/6491/10460/7175/22974",21
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","13/2197","19/18888",0.684210526315789,5.88227966365618,7.72467739478881,9.494435958535e-09,1.77605954436238e-07,1.52401394255177e-07,"9212/332/55143/3619/57082/4085/10403/55795/9894/7175/9675/80185/7517",13
"GO:0001832","GO:0001832","blastocyst growth","14/2197","22/18888",0.636363636363636,5.47093143542848,7.6124556445577,1.02748670124916e-08,1.90786460541911e-07,1.63711417693691e-07,"675/1111/9318/9646/9837/84296/26173/54892/53918/23168/51119/129685/91603/8882",14
"GO:0090231","GO:0090231","regulation of spindle checkpoint","14/2197","22/18888",0.636363636363636,5.47093143542848,7.6124556445577,1.02748670124916e-08,1.90786460541911e-07,1.63711417693691e-07,"25906/9212/332/891/55143/3619/57082/4085/9587/10403/55795/7175/7517/11130",14
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","48/2197","177/18888",0.271186440677966,2.33143809354821,6.45675715046712,1.18744649325452e-08,2.19677601252086e-07,1.88502535422989e-07,"83787/79915/545/6790/9212/23246/675/80279/1111/8533/1655/1984/2068/10614/3190/10524/79831/387893/4193/2475/10514/4609/4839/29997/4869/55003/10419/84154/6135/9349/6154/6167/6125/6209/6224/6201/54700/23212/22938/6872/112858/51499/7314/9816/9100/7874/55702/10467",48
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","63/2197","262/18888",0.240458015267176,2.06726035155504,6.31126712615062,1.19864557610413e-08,2.2093716259912e-07,1.89583348879087e-07,"60/86/196528/890/595/902/993/990/8317/79577/983/1017/1019/1022/51692/8454/8452/10926/1654/5977/11319/1977/1981/2935/25988/54617/9928/84967/134353/255374/4193/56257/4331/27085/4609/4863/54623/11331/5356/5426/5515/5932/1104/55159/6118/6154/6198/57521/6240/6241/163786/163859/6502/6598/6605/6491/6872/6881/7027/51499/57695/51322/7465",63
"GO:0007062","GO:0007062","sister chromatid cohesion","24/2197","59/18888",0.406779661016949,3.49715714032232,6.96969206486769,1.21974163406829e-08,2.24005105935461e-07,1.92215911753673e-07,"699/701/991/113130/10664/1663/9700/2237/2959/79892/8260/80218/25836/286053/11331/5347/5518/5885/5889/151648/8243/9126/23137/23063",24
"GO:0034661","GO:0034661","ncRNA catabolic process","23/2197","55/18888",0.418181818181818,3.59518351471014,6.99270175171902,1.30351103955398e-08,2.38518820037658e-07,2.04669943894753e-07,"54555/22894/60528/6923/6921/5394/23404/51010/54512/56915/118460/23016/11340/5393/79727/23517/53918/87178/10940/6832/51095/80335/54464",23
"GO:0001833","GO:0001833","inner cell mass cell proliferation","11/2197","14/18888",0.785714285714286,6.75492554782496,7.81496598395722,1.34114005436009e-08,2.41885905144802e-07,2.07559196490666e-07,"675/1111/9318/9837/84296/26173/54892/53918/51119/129685/8882",11
"GO:0051231","GO:0051231","spindle elongation","11/2197","14/18888",0.785714285714286,6.75492554782496,7.81496598395722,1.34114005436009e-08,2.41885905144802e-07,2.07559196490666e-07,"9212/332/55143/3619/3832/9493/24137/4926/5518/9055/29127",11
"GO:0071027","GO:0071027","nuclear RNA surveillance","11/2197","14/18888",0.785714285714286,6.75492554782496,7.81496598395722,1.34114005436009e-08,2.41885905144802e-07,2.07559196490666e-07,"5394/23404/51010/54512/56915/118460/23016/11340/5393/80335/54464",11
"GO:1990173","GO:1990173","protein localization to nucleoplasm","11/2197","14/18888",0.785714285714286,6.75492554782496,7.81496598395722,1.34114005436009e-08,2.41885905144802e-07,2.07559196490666e-07,"10576/7203/10575/22948/908/10574/10694/1736/56257/29997/6950",11
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","26/2197","68/18888",0.382352941176471,3.2871562826314,6.85481641509548,1.42807218703414e-08,2.56644973041277e-07,2.20223763579475e-07,"84142/9212/580/990/983/80279/1111/63967/29980/51514/65123/8720/8883/29997/4998/9088/5347/5884/5885/5932/60561/25949/90381/11073/7465/91603",26
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","59/2197","241/18888",0.244813278008299,2.1047033204464,6.26188424747742,1.72531009576378e-08,3.0895944490688e-07,2.65114141705301e-07,"819/991/80279/9318/8533/51138/10987/10980/10920/8452/1654/3301/55215/57697/26271/11337/26354/54552/2873/23560/8841/3320/3309/10075/4085/10459/27085/29997/4869/56160/8473/5347/9978/5970/6135/9349/6125/6187/6188/6201/10055/6500/6502/83932/374969/6872/11338/10054/7314/11065/7329/7332/7334/27338/7335/7415/51160/57599/65125",59
"GO:0002098","GO:0002098","tRNA wobble uridine modification","12/2197","17/18888",0.705882352941177,6.06859621408873,7.58525243018062,2.10231101169241e-08,3.75135780526107e-07,3.21899207538719e-07,"348180/285381/8518/55250/55140/26610/23587/54859/112970/27304/25821/81605",12
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","36/2197","117/18888",0.307692307692308,2.64528552921816,6.47658163534888,2.33339526008887e-08,4.0816867040658e-07,3.50244307172578e-07,"10097/10096/54443/9212/332/55143/1058/1072/27243/51652/128866/79643/91782/11113/11258/1894/9700/55763/55770/11336/10640/149371/3619/9798/10112/9493/24137/23636/5000/5347/29127/6651/54902/9094/9101/65125",36
"GO:0022900","GO:0022900","electron transport chain","47/2197","175/18888",0.268571428571429,2.30895636907471,6.31143081965926,2.33607713037887e-08,4.0816867040658e-07,3.50244307172578e-07,"128/891/983/51142/57019/1353/9377/1329/1337/1340/1349/1350/54205/112812/23479/10514/653361/27158/4697/4700/4701/4702/4706/51103/4707/4716/4709/4710/4713/4715/4718/4720/4725/4728/4723/54949/6391/6392/6648/790955/10975/7381/7384/7385/7386/27089/51542",47
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","14/2197","23/18888",0.608695652173913,5.23306485127941,7.36963154563871,2.34351452796119e-08,4.0816867040658e-07,3.50244307172578e-07,"55837/10614/3192/7469/25920/51497/7936/165918/9025/6827/6829/10915/7428/80335",14
"GO:0000727","GO:0000727","double-strand break repair via break-induced replication","10/2197","12/18888",0.833333333333333,7.16431497496586,7.74953778772103,2.35232341847989e-08,4.0816867040658e-07,3.50244307172578e-07,"8318/8317/51659/84296/4171/4172/4173/4174/4175/4176",10
"GO:0042797","GO:0042797","tRNA transcription by RNA polymerase III","10/2197","12/18888",0.833333333333333,7.16431497496586,7.74953778772103,2.35232341847989e-08,4.0816867040658e-07,3.50244307172578e-07,"2975/2976/9330/9329/9328/5434/5435/5441/11128/55718",10
"GO:0070202","GO:0070202","regulation of establishment of protein localization to chromosome","10/2197","12/18888",0.833333333333333,7.16431497496586,7.74953778772103,2.35232341847989e-08,4.0816867040658e-07,3.50244307172578e-07,"10576/7203/10575/22948/908/10574/10694/1736/6950/7013",10
"GO:1903405","GO:1903405","protein localization to nuclear body","10/2197","12/18888",0.833333333333333,7.16431497496586,7.74953778772103,2.35232341847989e-08,4.0816867040658e-07,3.50244307172578e-07,"10576/7203/10575/22948/908/10574/10694/1736/56257/6950",10
"GO:1904867","GO:1904867","protein localization to Cajal body","10/2197","12/18888",0.833333333333333,7.16431497496586,7.74953778772103,2.35232341847989e-08,4.0816867040658e-07,3.50244307172578e-07,"10576/7203/10575/22948/908/10574/10694/1736/56257/6950",10
"GO:0034728","GO:0034728","nucleosome organization","40/2197","138/18888",0.289855072463768,2.49193564346639,6.38181685849915,2.59636602607402e-08,4.48966111450325e-07,3.85252068690744e-07,"10541/196528/10036/8208/23234/83743/3006/92815/3014/8970/8341/8348/8347/8344/8339/8345/8290/8354/653604/8351/8355/8359/8367/8369/8294/7290/3159/132660/4171/8888/4678/4869/5928/9733/8467/6598/6605/6749/11198/6830",40
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","26/2197","70/18888",0.371428571428571,3.19323753169907,6.66965388282626,2.88707126501492e-08,4.97525431697091e-07,4.26920199318356e-07,"84142/9212/580/990/983/80279/1111/63967/29980/51514/65123/8720/8883/29997/4998/9088/5347/5884/5885/5932/60561/25949/90381/11073/7465/91603",26
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint","22/2197","53/18888",0.415094339622642,3.56863991205847,6.79381456879361,3.16928821086932e-08,5.44295504337694e-07,4.67052999496532e-07,"84142/580/990/983/80279/1111/63967/29980/51514/65123/8720/8883/29997/4998/5347/5884/5932/60561/25949/90381/11073/91603",22
